22	57	88	52	0
22	57	88	52	9
22	57	88	52	0
22	57	88	52	0
22	57	88	52	0
22	57	88	52	0
23	58	106	52	9
22	57	101	64	0
22	57	100	67	0
23	58	90	53	0
23	59	90	52	8
23	59	90	52	7
23	59	90	52	0
23	59	90	52	7
23	59	90	52	0
23	60	92	52	7
23	59	90	53	7
24	56	95	49	0
24	56	95	49	1
24	56	95	49	0
38	61	155	71	5
24	59	95	54	0
24	59	96	53	1
24	59	96	53	2
24	59	96	53	3
24	59	96	53	4
24	59	96	53	5
24	59	96	53	6
24	59	96	53	7
24	59	96	53	8
24	59	96	53	9
0	0	0	0	5
53	91	31	105	0
25	60	53	39	0
25	60	53	38	0
27	53	63	42	0
33	79	31	75	0
33	79	31	75	0
33	79	31	75	0
32	79	31	74	1
32	79	31	74	5
32	79	31	74	0
32	79	31	74	0
30	78	31	72	0
30	78	31	72	0
30	78	31	72	0
30	77	31	72	0
29	77	31	71	5
29	77	32	71	1
29	77	32	71	2
29	77	32	71	0
28	76	32	69	0
28	76	32	69	0
28	76	32	69	0
28	76	32	69	2
27	75	32	68	5
27	75	32	68	5
27	75	32	68	0
21	53	45	33	0
21	51	45	33	0
21	51	45	33	5
21	51	45	33	0
21	51	45	33	0
21	51	45	32	1
21	51	45	32	0
21	51	45	32	0
21	51	45	32	1
21	51	45	32	2
21	51	45	32	0
28	52	45	37	0
27	52	45	37	0
27	52	45	37	1
27	52	45	37	0
21	50	46	33	1
21	50	46	33	2
21	50	47	33	1
21	50	47	33	0
28	54	48	41	0
28	54	48	41	0
28	54	48	41	1
28	54	48	41	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
21	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
22	50	50	34	0
30	54	55	43	0
30	54	55	43	0
30	54	54	43	0
26	53	53	40	0
26	53	54	40	0
35	56	59	46	0
34	56	58	46	3
34	55	57	46	0
43	59	54	51	0
42	59	54	51	4
40	59	53	50	0
30	52	56	42	0
29	52	55	42	5
29	52	56	42	0
28	52	57	42	0
28	53	58	42	2
28	53	58	42	0
28	52	57	42	0
28	52	57	42	0
28	52	57	42	0
28	53	58	42	5
28	53	58	42	1
28	53	58	42	2
28	53	58	42	0
41	55	58	49	0
40	55	57	49	3
39	55	57	49	0
40	57	59	52	0
39	57	57	51	1
39	57	57	51	0
35	56	56	48	0
35	56	56	48	0
35	56	56	48	0
34	56	55	48	2
33	56	55	48	5
33	56	55	47	5
33	56	55	47	0
21	50	55	37	0
22	50	55	37	3
22	50	55	37	0
28	52	58	41	0
28	52	58	41	0
28	52	58	41	0
27	52	57	41	5
27	52	57	41	1
27	52	57	41	2
27	52	57	41	0
33	54	57	45	0
33	54	57	45	4
33	54	56	45	0
34	55	61	47	0
33	55	59	47	6
33	55	58	46	0
37	56	62	49	0
36	56	60	49	1
36	56	59	49	0
31	55	55	46	0
31	55	55	46	8
31	55	55	45	0
41	58	77	50	0
39	58	68	49	9
38	57	64	49	0
28	55	53	42	0
28	55	53	42	1
28	55	53	42	0
27	54	53	40	0
27	54	54	41	0
27	54	54	41	0
26	54	53	41	2
26	54	54	41	5
26	54	54	41	5
26	54	53	40	0
25	52	57	40	0
